Flight,Acc,Acc,Acc,GPS,GPS,GPS,GPS,GPS,GPS,GPS,GPS,GPS,GPS,GPS,GPS,,,,TelemPro,LineOfSight,DownLink
time,acceleration,velocity,altitude,altitude,altitude,3D velocity,3D velocity,vertical vel,ground speed,heading,tilt,latitude,longitude,number,fix,UTC,UTC,UTC,time,Distance,SignalStrength
sec,G's,feet/sec,feet AGL,feet AGL,feet MSL,feet/sec,Mach,feet/sec,feet/sec,degrees,degrees,degrees,degrees,of sat's,status,hours,minutes,seconds,stamp,feet,dBm
74.6,-1.890625,0,10285,8146,10209,78.77,0.073,-38,69,71,118.84,35.35077333,-117.813395,12,6,17,46,56.4,1189588,8391,-73
74.8,-2.070312,0,10285,8138,10201,77.9,0.072,-38,68,72,119.2,35.350785,-117.8133517,12,6,17,46,56.6,1189608,8382,-70
75,-2.1875,0,10285,8131,10194,77.03,0.072,-38,67,73,119.56,35.35079667,-117.81331,12,6,17,46,56.8,1189628,8374,-69
75.2,-2.007812,0,10285,8123,10186,74.43,0.069,-38,64,73,120.7,35.35080667,-117.8132683,12,6,17,46,57,1189648,8364,-70
75.39,-1.710938,0,10285,8116,10179,71.34,0.066,-37,61,75,121.24,35.35081667,-117.8132283,12,6,17,46,57.2,1189667,8356,-71
75.6,-2.007812,0,10285,8109,10172,70.72,0.066,-39,59,76,123.47,35.35082333,-117.8131917,12,6,17,46,57.4,1189688,8348,-75
75.8,-2.128906,0,10285,8101,10164,69.07,0.064,-39,57,77,124.38,35.35083167,-117.8131533,12,6,17,46,57.6,1189708,8339,-76
76,-2.246094,0,10285,8093,10156,66.61,0.062,-39,54,76,125.84,35.35083833,-117.8131183,12,6,17,46,57.8,1189728,8330,-71
76.2,-1.890625,0,10285,8086,10149,64.64,0.06,-37,53,76,124.92,35.350845,-117.813085,12,6,17,46,58,1189748,8322,-70
76.4,-2.128906,0,10285,8078,10141,64.4,0.06,-38,52,77,126.16,35.35085167,-117.81305,12,6,17,46,58.2,1189768,8313,-69
76.6,-2.1875,0,10285,8071,10134,61.4,0.057,-37,49,78,127.06,35.35085833,-117.8130167,12,6,17,46,58.4,1189788,8305,-71
76.79,-2.304688,0,10285,8063,10126,59.03,0.055,-37,46,77,128.81,35.35086333,-117.8129867,12,6,17,46,58.6,1189807,8296,-72
77,-1.652344,0,10285,8056,10119,57.63,0.054,-36,45,78,128.66,35.35086833,-117.8129567,12,6,17,46,58.8,1189828,8288,-80
77.2,-1.832031,0,10285,8049,10112,58.26,0.054,-37,45,79,129.43,35.35087333,-117.8129267,12,6,17,46,59,1189848,8280,-79
77.4,-1.832031,0,10285,8041,10104,58.14,0.054,-38,44,78,130.82,35.35087833,-117.8128983,12,6,17,46,59.2,1189868,8271,-71
77.6,-1.890625,0,10285,8033,10096,58.05,0.054,-39,43,76,132.21,35.35088333,-117.81287,12,6,17,46,59.4,1189888,8262,-70
77.8,-2.246094,0,10285,8026,10089,55.23,0.051,-37,41,77,132.06,35.35089,-117.8128433,12,6,17,46,59.6,1189908,8255,-75
78,-1.890625,0,10285,8018,10081,53.81,0.05,-36,40,79,131.99,35.35089333,-117.8128167,12,6,17,46,59.8,1189928,8246,-77
78.2,-2.007812,0,10285,8011,10074,53.81,0.05,-36,40,78,131.99,35.35089833,-117.81279,12,6,17,47,0,1189948,8238,-71
78.4,-2.1875,0,10285,8004,10067,53.81,0.05,-36,40,77,131.99,35.35090167,-117.812765,12,6,17,47,0.2,1189968,8231,-72
78.6,-2.070312,0,10285,7997,10060,53.76,0.05,-37,39,76,133.49,35.35090833,-117.8127383,12,6,17,47,0.4,1189988,8223,-71
78.8,-2.246094,0,10285,7989,10052,49.52,0.046,-36,34,77,136.64,35.35091167,-117.812715,12,6,17,47,0.6,1190008,8214,-80
79,-1.773438,0,10285,7983,10046,46.69,0.043,-34,32,75,136.74,35.35091667,-117.8126933,12,6,17,47,0.8,1190028,8208,-75
79.2,-1.773438,0,10285,7976,10039,47.51,0.044,-36,31,72,139.27,35.35092167,-117.8126733,12,6,17,47,1,1190048,8200,-71
79.4,-1.832031,0,10285,7968,10031,49.04,0.046,-38,31,67,140.79,35.35092667,-117.812655,12,6,17,47,1.2,1190068,8192,-75
79.6,-2.246094,0,10285,7961,10024,50.61,0.047,-40,31,62,142.22,35.35093333,-117.8126367,12,6,17,47,1.4,1190088,8185,-71
79.8,-1.949219,0,10285,7953,10016,46.4,0.043,-37,28,59,142.88,35.35094167,-117.81262,12,6,17,47,1.6,1190108,8177,-75
80,-1.890625,0,10285,7946,10009,46.4,0.043,-37,28,62,142.88,35.35095,-117.8126033,12,6,17,47,1.8,1190128,8170,-83
80.2,-1.949219,0,10285,7938,10001,48.01,0.045,-39,28,61,144.32,35.35095667,-117.8125867,12,6,17,47,2,1190148,8162,-81
80.4,-2.070312,0,10285,7930,9993,47.2,0.044,-38,28,59,143.62,35.35096333,-117.81257,12,6,17,47,2.2,1190168,8154,-77
80.6,-2.007812,0,10285,7923,9986,46.4,0.043,-37,28,55,142.88,35.35097167,-117.812555,12,6,17,47,2.4,1190188,8147,-79
80.8,-2.1875,0,10285,7916,9979,45,0.042,-36,27,54,143.13,35.35098,-117.81254,12,6,17,47,2.6,1190208,8140,-82
81,-1.832031,0,10285,7909,9972,44.41,0.041,-36,26,51,144.16,35.35098833,-117.812525,12,6,17,47,2.8,1190228,8133,-81
81.2,-1.890625,0,10285,7902,9965,44.41,0.041,-36,26,50,144.16,35.35099833,-117.8125117,12,6,17,47,3,1190248,8126,-80
81.4,-2.007812,0,10285,7894,9957,45.8,0.043,-37,27,49,143.88,35.35100833,-117.8124983,12,6,17,47,3.2,1190268,8119,-80
81.6,-1.890625,0,10285,7887,9950,45.8,0.043,-37,27,46,143.88,35.35101667,-117.812485,12,6,17,47,3.4,1190288,8112,-82
81.8,-1.890625,0,10285,7880,9943,45.61,0.042,-36,28,41,142.13,35.35102833,-117.8124717,12,6,17,47,3.6,1190308,8105,-93
82,-1.949219,0,10285,7872,9935,46.86,0.043,-36,30,37,140.19,35.35104,-117.81246,12,6,17,47,3.8,1190328,8098,-80
82.19,-1.832031,0,10285,7865,9928,48.27,0.045,-37,31,33,140.04,35.35105333,-117.8124483,12,6,17,47,4,1190347,8091,-83
82.4,-2.128906,0,10285,7858,9921,48.27,0.045,-37,31,34,140.04,35.35106833,-117.8124383,12,6,17,47,4.2,1190368,8085,-89
82.6,-2.128906,0,10285,7850,9913,48.27,0.045,-37,31,32,140.04,35.35108167,-117.8124267,12,6,17,47,4.4,1190388,8078,-94
82.8,-2.128906,0,10285,7843,9906,48.84,0.045,-36,33,29,137.49,35.35109833,-117.812415,12,6,17,47,4.6,1190408,8072,-85
83,-1.832031,0,10285,7836,9899,48.8,0.045,-35,34,27,135.83,35.35111333,-117.812405,12,6,17,47,4.8,1190428,8066,-81
83.2,-2.007812,0,10285,7829,9892,50.93,0.047,-37,35,27,136.59,35.35113167,-117.812395,12,6,17,47,5,1190448,8060,-82
83.4,-1.949219,0,10285,7822,9885,52.33,0.049,-37,37,28,135,35.35114833,-117.8123833,12,6,17,47,5.2,1190468,8053,-92
83.59,-2.070312,0,10285,7815,9878,54.45,0.051,-38,39,27,134.26,35.35116833,-117.8123733,12,6,17,47,5.4,1190487,8048,-82
83.8,-2.007812,0,10285,7808,9871,53.81,0.05,-36,40,25,131.99,35.35118833,-117.8123617,12,6,17,47,5.6,1190508,8042,-85
84,-2.070312,0,10285,7801,9864,54.49,0.051,-37,40,23,132.77,35.35120833,-117.81235,12,6,17,47,5.8,1190528,8036,-81
84.2,-2.1875,0,10285,7793,9856,54.56,0.051,-36,41,23,131.28,35.35122833,-117.81234,12,6,17,47,6,1190548,8029,-82
84.4,-2.007812,0,10285,7786,9849,56.85,0.053,-36,44,23,129.29,35.35125,-117.8123283,12,6,17,47,6.2,1190568,8023,-87
84.6,-2.070312,0,10285,7779,9842,57.2,0.053,-34,46,22,126.47,35.35127333,-117.8123167,12,6,17,47,6.4,1190588,8018,-73
84.8,-1.949219,0,10285,7772,9835,60.22,0.056,-35,49,21,125.54,35.35129667,-117.812305,12,6,17,47,6.6,1190608,8012,-73
84.99,-1.890625,0,10285,7765,9828,64.07,0.059,-36,53,22,124.19,35.35132333,-117.8122933,12,6,17,47,6.8,1190627,8007,-88
85.2,-2.070312,0,10285,7758,9821,67.42,0.063,-39,55,23,125.34,35.35135167,-117.81228,12,6,17,47,7,1190648,8002,-80
85.4,-1.832031,0,10285,7750,9813,67.42,0.063,-36,57,22,122.28,35.35138,-117.812265,12,6,17,47,7.2,1190668,7995,-84
85.6,-2.007812,0,10285,7743,9806,68.51,0.064,-38,57,21,123.69,35.35140833,-117.8122517,12,6,17,47,7.4,1190688,7990,-72
85.8,-1.949219,0,10285,7735,9798,70.72,0.066,-39,59,22,123.47,35.35143833,-117.8122367,12,6,17,47,7.6,1190708,7984,-71
86,-2.1875,0,10285,7727,9790,72.72,0.067,-38,62,24,121.5,35.35147,-117.8122217,12,6,17,47,7.8,1190728,7978,-72
86.2,-1.949219,0,10285,7720,9783,74.95,0.07,-39,64,24,121.36,35.35150167,-117.812205,12,6,17,47,8,1190748,7973,-76
86.39,-2.070312,0,10285,7712,9775,76.66,0.071,-39,66,26,120.58,35.35153333,-117.8121867,12,6,17,47,8.2,1190767,7967,-76
86.6,-2.246094,0,10285,7704,9767,77.52,0.072,-39,67,28,120.2,35.35156667,-117.812165,12,6,17,47,8.4,1190788,7961,-77
86.8,-2.1875,0,10285,7697,9760,79.26,0.074,-39,69,29,119.48,35.3516,-117.8121433,12,6,17,47,8.6,1190808,7956,-74
87,-2.1875,0,10285,7689,9752,80.53,0.075,-38,71,29,118.16,35.35163333,-117.8121217,12,6,17,47,8.8,1190828,7950,-66
87.2,-1.949219,0,10285,7681,9744,82.3,0.076,-38,73,32,117.5,35.35166833,-117.8120967,12,6,17,47,9,1190848,7944,-67
87.4,-1.773438,0,10285,7674,9737,83.19,0.077,-38,74,35,117.18,35.35170167,-117.81207,12,6,17,47,9.2,1190868,7939,-69
87.6,-1.949219,0,10285,7666,9729,83.24,0.077,-40,73,37,118.72,35.351735,-117.81204,12,6,17,47,9.4,1190888,7932,-77
87.79,-2.070312,0,10285,7658,9721,83.24,0.077,-40,73,39,118.72,35.35176667,-117.81201,12,6,17,47,9.6,1190907,7926,-81
88,-2.128906,0,10285,7650,9713,84.12,0.078,-40,74,39,118.39,35.35179833,-117.81198,12,6,17,47,9.8,1190928,7920,-77
88.2,-2.1875,0,10285,7642,9705,84.53,0.078,-39,75,39,117.47,35.35183,-117.8119483,12,6,17,47,10,1190948,7913,-79
88.4,-2.128906,0,10285,7635,9698,84.08,0.078,-38,75,40,116.87,35.35186167,-117.8119167,12,6,17,47,10.2,1190968,7908,-76
88.6,-2.007812,0,10285,7627,9690,84.08,0.078,-38,75,40,116.87,35.35189333,-117.8118833,12,6,17,47,10.4,1190988,7902,-74
88.8,-2.128906,0,10285,7619,9682,84.53,0.078,-37,76,40,115.96,35.35192667,-117.81185,12,6,17,47,10.6,1191008,7895,-73
89,-1.949219,0,10285,7612,9675,86.33,0.08,-37,78,41,115.38,35.35195833,-117.8118167,12,6,17,47,10.8,1191028,7890,-77
89.19,-2.128906,0,10285,7605,9668,86.33,0.08,-37,78,43,115.38,35.35199,-117.8117817,12,6,17,47,11,1191047,7885,-75
89.4,-2.1875,0,10285,7598,9661,85.43,0.079,-37,77,44,115.67,35.35202,-117.811745,12,6,17,47,11.2,1191068,7879,-69
89.6,-2.128906,0,10285,7591,9654,85,0.079,-36,77,45,115.06,35.35205,-117.8117083,12,6,17,47,11.4,1191088,7874,-67
89.8,-1.890625,0,10285,7583,9646,84.1,0.078,-36,76,48,115.35,35.35208,-117.81167,12,6,17,47,11.6,1191108,7867,-69
90,-2.128906,0,10285,7576,9639,83.63,0.078,-37,75,50,116.26,35.35210667,-117.8116317,12,6,17,47,11.8,1191128,7862,-80
90.2,-2.007812,0,10285,7569,9632,82.73,0.077,-37,74,52,116.57,35.35213167,-117.8115933,12,6,17,47,12,1191148,7856,-82
90.4,-2.1875,0,10285,7562,9625,82.29,0.076,-36,74,52,115.94,35.35215667,-117.8115533,12,6,17,47,12.2,1191168,7850,-76
90.59,-2.246094,0,10285,7554,9617,82.73,0.077,-37,74,52,116.57,35.35218333,-117.811515,12,6,17,47,12.4,1191187,7843,-73
90.8,-2.007812,0,10285,7547,9610,81.86,0.076,-35,74,52,115.31,35.35220833,-117.811475,12,6,17,47,12.6,1191208,7837,-89
91,-2.007812,0,10285,7540,9603,80.96,0.075,-35,73,53,115.62,35.35223333,-117.8114367,12,6,17,47,12.8,1191228,7832,-88
91.2,-2.070312,0,10285,7533,9596,80.06,0.074,-35,72,52,115.92,35.35225667,-117.8113967,12,6,17,47,13,1191248,7826,-81
91.4,-2.128906,0,10285,7526,9589,80.06,0.074,-35,72,53,115.92,35.35228167,-117.8113583,12,6,17,47,13.2,1191268,7820,-81
91.6,-2.1875,0,10285,7519,9582,80.06,0.074,-35,72,52,115.92,35.352305,-117.81132,12,6,17,47,13.4,1191288,7814,-83
91.8,-2.128906,0,10285,7513,9576,79.62,0.074,-34,72,52,115.28,35.35232833,-117.8112817,12,6,17,47,13.6,1191308,7809,-72
91.99,-2.128906,0,10285,7506,9569,78.72,0.073,-34,71,52,115.59,35.35235333,-117.8112433,12,6,17,47,13.8,1191327,7804,-65
92.2,-1.949219,0,10285,7499,9562,78.29,0.073,-33,71,53,114.93,35.35237667,-117.8112067,12,6,17,47,14,1191348,7798,-69
92.4,-2.007812,0,10285,7493,9556,76.49,0.071,-33,69,55,115.56,35.35239833,-117.8111683,12,6,17,47,14.2,1191368,7793,-74
92.6,-2.070312,0,10285,7486,9549,76.03,0.07,-34,68,57,116.57,35.35242,-117.81113,12,6,17,47,14.4,1191388,7787,-79
92.8,-1.949219,0,10285,7480,9543,75.13,0.07,-34,67,58,116.91,35.35244,-117.8110917,12,6,17,47,14.6,1191408,7782,-78
93,-1.949219,0,10285,7473,9536,75.13,0.07,-34,67,58,116.91,35.35246,-117.8110533,12,6,17,47,14.8,1191428,7776,-71
93.2,-2.1875,0,10285,7466,9529,75.13,0.07,-34,67,58,116.91,35.35247833,-117.811015,12,6,17,47,15,1191448,7770,-70
93.4,-2.070312,0,10285,7459,9522,74.24,0.069,-34,66,59,117.26,35.35249833,-117.8109783,12,6,17,47,15.2,1191468,7764,-71
93.6,-2.007812,0,10285,7453,9516,73.79,0.068,-33,66,60,116.57,35.35251667,-117.81094,12,6,17,47,15.4,1191488,7759,-77
93.8,-2.070312,0,10285,7446,9509,74.24,0.069,-34,66,60,117.26,35.352535,-117.8109017,12,6,17,47,15.6,1191508,7753,-75
94,-2.007812,0,10285,7439,9502,73.36,0.068,-34,65,61,117.61,35.35255167,-117.8108633,12,6,17,47,15.8,1191528,7747,-76
94.2,-1.949219,0,10285,7432,9495,73.36,0.068,-34,65,61,117.61,35.35257,-117.810825,12,6,17,47,16,1191548,7741,-73
94.4,-2.128906,0,10285,7426,9489,73.82,0.068,-35,65,61,118.3,35.35258667,-117.8107867,12,6,17,47,16.2,1191568,7736,-67
94.6,-2.070312,0,10285,7419,9482,73.36,0.068,-34,65,62,117.61,35.35260333,-117.8107483,12,6,17,47,16.4,1191588,7730,-65
94.8,-1.949219,0,10285,7412,9475,71.59,0.066,-34,63,64,118.35,35.35262,-117.81071,12,6,17,47,16.6,1191608,7724,-69
95,-2.070312,0,10285,7405,9468,70.33,0.065,-35,61,65,119.85,35.352635,-117.8106733,12,6,17,47,16.8,1191628,7718,-71
95.2,-2.070312,0,10285,7398,9461,70.33,0.065,-35,61,65,119.85,35.35264833,-117.8106367,12,6,17,47,17,1191648,7712,-70
95.4,-2.070312,0,10285,7391,9454,69.84,0.065,-34,61,66,119.13,35.35266167,-117.8105983,12,6,17,47,17.2,1191668,7705,-78
95.6,-2.007812,0,10285,7384,9447,70.71,0.065,-34,62,66,118.74,35.35267667,-117.8105617,12,6,17,47,17.4,1191688,7699,-78
95.8,-2.007812,0,10285,7377,9440,71.2,0.066,-35,62,66,119.45,35.35269,-117.8105233,12,6,17,47,17.6,1191708,7693,-79
96,-1.949219,0,10285,7370,9433,69.46,0.064,-35,60,66,120.26,35.35270333,-117.8104867,12,6,17,47,17.8,1191728,7687,-76
96.2,-2.128906,0,10285,7363,9426,69.12,0.064,-36,59,66,121.39,35.35271667,-117.81045,12,6,17,47,18,1191748,7680,-77
96.4,-2.128906,0,10285,7356,9419,68.26,0.063,-36,58,65,121.83,35.35273,-117.8104133,12,6,17,47,18.2,1191768,7674,-76
96.6,-2.128906,0,10285,7349,9412,68.26,0.063,-36,58,65,121.83,35.35274333,-117.8103783,12,6,17,47,18.4,1191788,7668,-75
96.8,-2.128906,0,10285,7342,9405,68.6,0.064,-35,59,65,120.68,35.35275667,-117.8103433,12,6,17,47,18.6,1191808,7663,-77
97,-2.070312,0,10285,7335,9398,68.96,0.064,-34,60,65,119.54,35.35277,-117.8103067,12,6,17,47,18.8,1191828,7656,-71
97.2,-1.890625,0,10285,7328,9391,68.1,0.063,-34,59,66,119.95,35.35278333,-117.81027,12,6,17,47,19,1191848,7650,-70
97.39,-1.949219,0,10285,7322,9385,66.37,0.061,-34,57,66,120.82,35.35279667,-117.810235,12,6,17,47,19.2,1191867,7645,-75
97.6,-2.007812,0,10285,7314,9377,65.19,0.06,-35,55,66,122.47,35.35281,-117.8102,12,6,17,47,19.4,1191888,7638,-75
97.8,-2.070312,0,10285,7307,9370,63.51,0.059,-35,53,66,123.44,35.35282167,-117.8101667,12,6,17,47,19.6,1191908,7632,-75
98,-2.070312,0,10285,7300,9363,64.07,0.059,-36,53,66,124.19,35.35283333,-117.810135,12,6,17,47,19.8,1191928,7626,-73
98.2,-2.128906,0,10285,7293,9356,63.25,0.059,-36,52,66,124.7,35.35284333,-117.8101033,12,6,17,47,20,1191948,7620,-76
98.4,-2.1875,0,10285,7286,9349,61.85,0.057,-35,51,66,124.46,35.352855,-117.8100717,12,6,17,47,20.2,1191968,7614,-71
98.6,-2.007812,0,10285,7279,9342,59.64,0.055,-34,49,67,124.76,35.352865,-117.81004,12,6,17,47,20.4,1191988,7608,-71
98.79,-2.007812,0,10285,7272,9335,58.6,0.054,-35,47,68,126.67,35.352875,-117.81001,12,6,17,47,20.6,1192007,7601,-71
99,-2.007812,0,10285,7265,9328,57.01,0.053,-35,45,68,127.87,35.352885,-117.8099817,12,6,17,47,20.8,1192028,7595,-68
99.2,-2.128906,0,10285,7258,9321,55.44,0.051,-35,43,68,129.14,35.35289333,-117.809955,12,6,17,47,21,1192048,7589,-69
99.4,-2.070312,0,10285,7251,9314,54.67,0.051,-35,42,68,129.81,35.35290167,-117.8099283,12,6,17,47,21.2,1192068,7583,-70
99.6,-1.949219,0,10285,7243,9306,53.26,0.049,-34,41,69,129.67,35.35291,-117.8099017,12,6,17,47,21.4,1192088,7576,-67
99.8,-2.1875,0,10285,7236,9299,53.91,0.05,-35,41,70,130.49,35.35291833,-117.8098767,12,6,17,47,21.6,1192108,7569,-65
100,-2.070312,0,10285,7229,9292,51.74,0.048,-34,39,70,131.08,35.352925,-117.8098517,12,6,17,47,21.8,1192128,7563,-68
100.19,-2.007812,0,10285,7222,9285,48.8,0.045,-34,35,70,134.17,35.35293167,-117.8098283,12,6,17,47,22,1192147,7557,-69
100.4,-2.007812,0,10285,7215,9278,46.75,0.043,-35,31,69,138.47,35.35293833,-117.8098083,12,6,17,47,22.2,1192168,7550,-69
100.6,-1.890625,0,10285,7208,9271,46.23,0.043,-36,29,67,141.15,35.35294333,-117.80979,12,6,17,47,22.4,1192188,7544,-70
100.8,-1.890625,0,10285,7200,9263,46.4,0.043,-37,28,63,142.88,35.35295,-117.8097733,12,6,17,47,22.6,1192208,7537,-69
101,-2.007812,0,10285,7193,9256,46.62,0.043,-38,27,61,144.61,35.35295667,-117.8097567,12,6,17,47,22.8,1192228,7530,-69
101.2,-2.128906,0,10285,7185,9248,46.32,0.043,-39,25,59,147.34,35.352965,-117.8097417,12,6,17,47,23,1192248,7524,-69
101.4,-1.890625,0,10285,7177,9240,45.28,0.042,-39,23,50,149.47,35.35297167,-117.8097283,12,6,17,47,23.2,1192268,7517,-70
101.59,-1.949219,0,10285,7170,9233,44.78,0.041,-39,22,42,150.57,35.35298,-117.8097167,12,6,17,47,23.4,1192287,7511,-72
101.8,-2.070312,0,10285,7162,9225,46.65,0.043,-40,24,35,149.04,35.35299,-117.8097083,12,6,17,47,23.6,1192308,7504,-70
102,-1.890625,0,10285,7155,9218,46.65,0.043,-40,24,30,149.04,35.35300167,-117.8097,12,6,17,47,23.8,1192328,7499,-72
102.2,-2.128906,0,10285,7147,9210,46.65,0.043,-40,24,27,149.04,35.35301167,-117.8096917,12,6,17,47,24,1192348,7492,-73
102.4,-2.070312,0,10285,7139,9202,48.02,0.044,-41,25,21,148.63,35.353025,-117.809685,12,6,17,47,24.2,1192368,7486,-77
102.6,-1.949219,0,10285,7131,9194,49.41,0.046,-40,29,17,144.06,35.35304,-117.80968,12,6,17,47,24.4,1192388,7480,-83
102.8,-2.007812,0,10285,7123,9186,51.4,0.048,-41,31,16,142.91,35.353055,-117.8096733,12,6,17,47,24.6,1192408,7474,-85
102.99,-2.128906,0,10285,7114,9177,52.63,0.049,-41,33,16,141.17,35.35307167,-117.8096683,12,6,17,47,24.8,1192427,7467,-79
103.2,-2.304688,0,10285,7106,9169,53.91,0.05,-41,35,16,139.51,35.35309,-117.8096617,12,6,17,47,25,1192448,7461,-77
103.4,-2.246094,0,10285,7098,9161,53.08,0.049,-39,36,14,137.29,35.35311,-117.809655,12,6,17,47,25.2,1192468,7456,-87
103.6,-2.070312,0,10285,7091,9154,54.45,0.05,-39,38,12,135.74,35.35313,-117.80965,12,6,17,47,25.4,1192488,7451,-80
103.8,-2.007812,0,10285,7083,9146,56.59,0.052,-39,41,11,133.57,35.35315167,-117.809645,12,6,17,47,25.6,1192508,7446,-79
104,-2.007812,0,10285,7075,9138,58.8,0.054,-39,44,12,131.55,35.353175,-117.80964,12,6,17,47,25.8,1192528,7441,-85
104.2,-2.1875,0,10285,7067,9130,60.96,0.056,-40,46,14,131.01,35.3532,-117.8096333,12,6,17,47,26,1192548,7436,-72
104.39,-2.007812,0,10285,7060,9123,60.44,0.056,-38,47,14,128.96,35.353225,-117.809625,12,6,17,47,26.2,1192567,7432,-74
104.6,-2.128906,0,10285,7052,9115,60.44,0.056,-38,47,14,128.96,35.35325,-117.8096167,12,6,17,47,26.4,1192588,7427,-90
104.8,-2.070312,0,10285,7044,9107,61.07,0.057,-39,47,14,129.69,35.353275,-117.80961,12,6,17,47,26.6,1192608,7422,-82
105,-2.070312,0,10285,7037,9100,61.4,0.057,-37,49,16,127.06,35.3533,-117.8096017,12,6,17,47,26.8,1192628,7419,-83
105.2,-2.070312,0,10285,7030,9093,62.43,0.058,-36,51,17,125.22,35.35332667,-117.8095917,12,6,17,47,27,1192648,7415,-83
105.4,-2.070312,0,10285,7023,9086,64.07,0.059,-36,53,18,124.19,35.353355,-117.8095817,12,6,17,47,27.2,1192668,7411,-79
105.6,-2.007812,0,10285,7015,9078,64.9,0.06,-36,54,19,123.69,35.35338333,-117.8095717,12,6,17,47,27.4,1192688,7407,-83
105.8,-1.949219,0,10285,7008,9071,67.12,0.062,-37,56,21,123.45,35.35341167,-117.8095583,12,6,17,47,27.6,1192708,7403,-87
106,-2.070312,0,10285,7001,9064,67.42,0.062,-36,57,22,122.28,35.35344,-117.809545,12,6,17,47,27.8,1192728,7400,-84
106.2,-2.246094,0,10285,6993,9056,68.26,0.063,-36,58,22,121.83,35.35347,-117.80953,12,6,17,47,28,1192748,7396,-75
106.4,-2.070312,0,10285,6986,9049,69.97,0.065,-36,60,24,120.96,35.3535,-117.809515,12,6,17,47,28.2,1192768,7393,-71
106.6,-2.128906,0,10285,6979,9042,71.69,0.066,-36,62,27,120.14,35.35353,-117.8094983,12,6,17,47,28.4,1192788,7389,-83
106.8,-2.070312,0,10285,6971,9034,73.06,0.068,-37,63,29,120.43,35.35356,-117.8094783,12,6,17,47,28.6,1192808,7385,-89
107,-1.949219,0,10285,6964,9027,73.43,0.068,-36,64,30,119.36,35.35359167,-117.8094567,12,6,17,47,28.8,1192828,7382,-85
107.2,-1.949219,0,10285,6957,9020,74.79,0.069,-37,65,30,119.65,35.35362167,-117.809435,12,6,17,47,29,1192848,7379,-77
107.4,-2.1875,0,10285,6949,9012,75.66,0.07,-37,66,31,119.28,35.35365333,-117.8094133,12,6,17,47,29.2,1192868,7375,-76
107.6,-2.246094,0,10285,6942,9005,77.41,0.072,-37,68,32,118.55,35.353685,-117.80939,12,6,17,47,29.4,1192888,7372,-72
107.8,-2.007812,0,10285,6935,8998,79.18,0.073,-37,70,35,117.86,35.35371667,-117.8093633,12,6,17,47,29.6,1192908,7369,-70
108,-1.949219,0,10285,6927,8990,79.18,0.073,-37,70,37,117.86,35.35374667,-117.809335,12,6,17,47,29.8,1192928,7365,-74
108.2,-2.070312,0,10285,6920,8983,79.65,0.074,-38,70,39,118.5,35.35377667,-117.8093067,12,6,17,47,30,1192948,7362,-75
108.4,-1.949219,0,10285,6912,8975,80.53,0.074,-38,71,41,118.16,35.35380667,-117.809275,12,6,17,47,30.2,1192968,7358,-72
108.6,-2.070312,0,10285,6905,8968,82.3,0.076,-38,73,41,117.5,35.35383667,-117.8092433,12,6,17,47,30.4,1192988,7354,-66
108.8,-2.128906,0,10285,6897,8960,83.19,0.077,-38,74,42,117.18,35.35386667,-117.80921,12,6,17,47,30.6,1193008,7350,-63
109,-1.773438,0,10285,6889,8952,83.19,0.077,-38,74,46,117.18,35.35389667,-117.809175,12,6,17,47,30.8,1193028,7346,-63
109.2,-1.890625,0,10285,6882,8945,82.76,0.077,-39,73,48,118.11,35.35392333,-117.8091383,12,6,17,47,31,1193048,7343,-71
109.4,-2.070312,0,10285,6874,8937,82.37,0.076,-40,72,50,119.05,35.35395,-117.8091017,12,6,17,47,31.2,1193068,7339,-72
109.6,-2.070312,0,10285,6866,8929,82.37,0.076,-40,72,51,119.05,35.353975,-117.809065,12,6,17,47,31.4,1193088,7334,-70
109.8,-2.1875,0,10285,6858,8921,82.76,0.077,-39,73,50,118.11,35.354,-117.8090283,12,6,17,47,31.6,1193108,7330,-68
110,-2.128906,0,10285,6850,8913,83.65,0.077,-39,74,52,117.79,35.35402667,-117.80899,12,6,17,47,31.8,1193128,7325,-67
110.2,-1.949219,0,10285,6843,8906,82.3,0.076,-38,73,54,117.5,35.35405,-117.80895,12,6,17,47,32,1193148,7321,-69
110.4,-2.007812,0,10285,6835,8898,81.41,0.075,-38,72,55,117.82,35.35407333,-117.80891,12,6,17,47,32.2,1193168,7317,-70
110.6,-2.128906,0,10285,6827,8890,80.53,0.074,-38,71,56,118.16,35.354095,-117.80887,12,6,17,47,32.4,1193188,7312,-76
110.8,-2.128906,0,10285,6820,8883,79.65,0.074,-38,70,57,118.5,35.35411667,-117.8088317,12,6,17,47,32.6,1193208,7308,-74
111,-2.1875,0,10285,6813,8876,80.95,0.075,-37,72,57,117.2,35.35413833,-117.8087917,12,6,17,47,32.8,1193228,7305,-67
111.19,-2.1875,0,10285,6806,8869,79.61,0.074,-36,71,58,116.89,35.35415833,-117.8087517,12,6,17,47,33,1193247,7301,-68
111.4,-2.128906,0,10285,6799,8862,78.26,0.072,-35,70,59,116.57,35.35418,-117.80871,12,6,17,47,33.2,1193268,7297,-68
111.6,-2.070312,0,10285,6792,8855,75.59,0.07,-35,67,60,117.58,35.35419833,-117.8086717,12,6,17,47,33.4,1193288,7293,-65
