Flight,Acc,Acc,Acc,GPS,GPS,GPS,GPS,GPS,GPS,GPS,GPS,GPS,GPS,GPS,GPS,,,,TelemPro,LineOfSight,DownLink
time,acceleration,velocity,altitude,altitude,altitude,3D velocity,3D velocity,vertical vel,ground speed,heading,tilt,latitude,longitude,number,fix,UTC,UTC,UTC,time,Distance,SignalStrength
sec,G's,feet/sec,feet AGL,feet AGL,feet MSL,feet/sec,Mach,feet/sec,feet/sec,degrees,degrees,degrees,degrees,of sat's,status,hours,minutes,seconds,stamp,feet,dBm
152.4,-1.949219,0,10285,5350,7413,48.8,0.045,-35,34,70,135.83,35.356975,-117.80425,12,6,17,48,14.2,1197368,6611,-66
152.6,-2.007812,0,10285,5343,7406,50.21,0.046,-36,35,71,135.81,35.35698167,-117.8042283,12,6,17,48,14.4,1197388,6608,-64
152.8,-2.070312,0,10285,5336,7399,49.52,0.046,-36,34,71,136.64,35.35698833,-117.8042067,12,6,17,48,14.6,1197408,6605,-63
153,-2.128906,0,10285,5329,7392,46.69,0.043,-34,32,70,136.74,35.35699333,-117.8041867,12,6,17,48,14.8,1197428,6601,-64
153.2,-2.007812,0,10285,5322,7385,46.1,0.042,-35,30,69,139.4,35.357,-117.8041667,12,6,17,48,15,1197448,6598,-65
153.4,-2.070312,0,10285,5315,7378,44.69,0.041,-34,29,69,139.54,35.357005,-117.8041483,12,6,17,48,15.2,1197468,6595,-67
153.6,-2.007812,0,10285,5308,7371,44.05,0.04,-34,28,70,140.53,35.35701167,-117.80413,12,6,17,48,15.4,1197488,6592,-65
153.8,-2.070312,0,10285,5302,7365,43.42,0.04,-34,27,68,141.55,35.35701667,-117.8041133,12,6,17,48,15.6,1197508,6589,-67
153.99,-2.007812,0,10285,5295,7358,42.8,0.039,-34,26,67,142.59,35.35702167,-117.8040967,12,6,17,48,15.8,1197527,6585,-67
154.2,-2.070312,0,10285,5288,7351,41.4,0.038,-33,25,67,142.85,35.35702667,-117.8040817,12,6,17,48,16,1197548,6582,-64
154.4,-2.007812,0,10285,5281,7344,39.41,0.036,-32,23,65,144.29,35.35703167,-117.8040667,12,6,17,48,16.2,1197568,6578,-65
154.6,-2.007812,0,10285,5275,7338,39.12,0.036,-33,21,58,147.53,35.35703833,-117.804055,12,6,17,48,16.4,1197588,6575,-65
154.8,-1.949219,0,10285,5268,7331,38.95,0.036,-34,19,51,150.8,35.35704333,-117.8040433,12,6,17,48,16.6,1197608,6571,-66
155,-2.070312,0,10285,5261,7324,39.36,0.036,-35,18,45,152.78,35.35705,-117.804035,12,6,17,48,16.8,1197628,6567,-66
155.2,-1.890625,0,10285,5254,7317,38.91,0.036,-35,17,43,154.09,35.35705833,-117.8040267,12,6,17,48,17,1197648,6564,-69
155.39,-2.007812,0,10285,5247,7310,38.91,0.036,-35,17,42,154.09,35.357065,-117.80402,12,6,17,48,17.2,1197667,6560,-66
155.6,-2.070312,0,10285,5240,7303,38.91,0.036,-35,17,41,154.09,35.35707167,-117.8040117,12,6,17,48,17.4,1197688,6557,-65
155.8,-2.007812,0,10285,5233,7296,37.58,0.035,-34,16,39,154.8,35.35707833,-117.804005,12,6,17,48,17.6,1197708,6553,-66
156,-1.949219,0,10285,5227,7290,38.08,0.035,-35,15,26,156.8,35.357085,-117.8039983,12,6,17,48,17.8,1197728,6550,-67
156.2,-2.007812,0,10285,5219,7282,38.08,0.035,-35,15,20,156.8,35.35709167,-117.803995,12,6,17,48,18,1197748,6545,-66
156.4,-1.949219,0,10285,5213,7276,39.4,0.036,-36,16,18,156.04,35.3571,-117.8039917,12,6,17,48,18.2,1197768,6542,-64
156.6,-2.128906,0,10285,5206,7269,39,0.036,-36,15,18,157.38,35.35710833,-117.8039883,12,6,17,48,18.4,1197788,6538,-68
156.79,-2.007812,0,10285,5198,7261,38.63,0.035,-36,14,14,158.75,35.35711667,-117.8039867,12,6,17,48,18.6,1197807,6534,-67
157,-1.890625,0,10285,5191,7254,38.48,0.035,-35,16,3,155.43,35.357125,-117.803985,12,6,17,48,18.8,1197828,6530,-66
157.2,-2.070312,0,10285,5184,7247,40.71,0.037,-36,19,1,152.18,35.35713333,-117.803985,12,6,17,48,19,1197848,6527,-67
157.4,-2.070312,0,10285,5177,7240,41.18,0.038,-36,20,358,150.95,35.357145,-117.803985,12,6,17,48,19.2,1197868,6524,-67
157.6,-2.070312,0,10285,5170,7233,41.18,0.038,-36,20,357,150.95,35.357155,-117.803985,12,6,17,48,19.4,1197888,6520,-67
157.8,-2.128906,0,10285,5163,7226,40.31,0.037,-35,20,354,150.26,35.35716667,-117.8039867,12,6,17,48,19.6,1197908,6517,-69
158,-2.367188,0,10285,5156,7219,42.72,0.039,-36,23,352,147.43,35.35717833,-117.8039883,12,6,17,48,19.8,1197928,6514,-71
158.19,-1.890625,0,10285,5149,7212,43.83,0.04,-36,25,351,145.22,35.35719167,-117.80399,12,6,17,48,20,1197947,6511,-73
158.4,-2.007812,0,10285,5141,7204,45,0.041,-36,27,352,143.13,35.35720667,-117.8039933,12,6,17,48,20.2,1197968,6508,-71
158.6,-2.128906,0,10285,5134,7197,47.63,0.044,-37,30,354,140.96,35.35722167,-117.803995,12,6,17,48,20.4,1197988,6505,-68
158.8,-2.007812,0,10285,5127,7190,48.92,0.045,-37,32,355,139.14,35.35723833,-117.8039967,12,6,17,48,20.6,1198008,6503,-65
159,-2.070312,0,10285,5120,7183,47.51,0.044,-36,31,355,139.27,35.35725667,-117.804,12,6,17,48,20.8,1198028,6501,-68
159.2,-2.246094,0,10285,5113,7176,48.17,0.044,-36,32,355,138.37,35.35727333,-117.8040017,12,6,17,48,21,1198048,6499,-75
159.4,-2.007812,0,10285,5106,7169,47.38,0.044,-34,33,355,135.86,35.35729167,-117.8040033,12,6,17,48,21.2,1198068,6497,-74
159.59,-2.007812,0,10285,5099,7162,49.5,0.045,-35,35,357,135,35.35731,-117.804005,12,6,17,48,21.4,1198087,6496,-68
159.8,-2.070312,0,10285,5092,7155,50.93,0.047,-35,37,359,133.41,35.35733,-117.804005,12,6,17,48,21.6,1198108,6495,-73
160,-2.070312,0,10285,5085,7148,51.66,0.047,-35,38,360,132.65,35.35735167,-117.8040067,12,6,17,48,21.8,1198128,6494,-74
160.2,-2.007812,0,10285,5078,7141,52.4,0.048,-35,39,0,131.91,35.35737333,-117.8040067,12,6,17,48,22,1198148,6493,-73
160.4,-2.1875,0,10285,5071,7134,53.91,0.05,-35,41,2,130.49,35.357395,-117.804005,12,6,17,48,22.2,1198168,6492,-74
160.6,-2.1875,0,10285,5064,7127,54.04,0.05,-34,42,2,128.99,35.35741667,-117.804005,12,6,17,48,22.4,1198188,6491,-84
160.8,-2.070312,0,10285,5057,7120,55.61,0.051,-34,44,4,127.69,35.35744167,-117.8040033,12,6,17,48,22.6,1198208,6491,-83
160.99,-2.007812,0,10285,5051,7114,56.61,0.052,-33,46,6,125.66,35.35746667,-117.804,12,6,17,48,22.8,1198227,6492,-78
161.2,-2.070312,0,10285,5044,7107,60.22,0.055,-35,49,9,125.54,35.35749333,-117.8039967,12,6,17,48,23,1198248,6493,-76
161.4,-1.949219,0,10285,5037,7100,61.29,0.056,-34,51,10,123.69,35.35752,-117.8039917,12,6,17,48,23.2,1198268,6493,-74
161.6,-1.949219,0,10285,5030,7093,63.25,0.058,-36,52,10,124.7,35.35754833,-117.803985,12,6,17,48,23.4,1198288,6495,-76
161.8,-2.1875,0,10285,5023,7086,63.25,0.058,-36,52,11,124.7,35.357575,-117.8039783,12,6,17,48,23.6,1198308,6495,-81
162,-2.070312,0,10285,5015,7078,64.9,0.06,-36,54,12,123.69,35.357605,-117.8039717,12,6,17,48,23.8,1198328,6496,-77
162.2,-2.128906,0,10285,5009,7072,66.57,0.061,-36,56,13,122.74,35.35763333,-117.8039633,12,6,17,48,24,1198348,6498,-76
162.4,-2.007812,0,10285,5001,7064,69.12,0.063,-36,59,14,121.39,35.357665,-117.803955,12,6,17,48,24.2,1198368,6500,-77
162.6,-1.832031,0,10285,4994,7057,69.97,0.064,-36,60,15,120.96,35.35769667,-117.803945,12,6,17,48,24.4,1198388,6502,-85
162.8,-1.832031,0,10285,4987,7050,70.83,0.065,-36,61,15,120.55,35.35772833,-117.8039333,12,6,17,48,24.6,1198408,6504,-79
163,-2.007812,0,10285,4980,7043,73.06,0.067,-37,63,18,120.43,35.35776,-117.8039217,12,6,17,48,24.8,1198428,6507,-70
163.2,-2.007812,0,10285,4972,7035,75.29,0.069,-38,65,19,120.31,35.35779333,-117.8039083,12,6,17,48,25,1198448,6509,-69
163.4,-2.007812,0,10285,4965,7028,76.16,0.07,-38,66,22,119.93,35.35782667,-117.8038917,12,6,17,48,25.2,1198468,6512,-69
163.6,-2.128906,0,10285,4956,7019,75.47,0.069,-40,64,25,122.01,35.35786,-117.803875,12,6,17,48,25.4,1198488,6514,-72
163.8,-2.246094,0,10285,4948,7011,75.47,0.069,-40,64,27,122.01,35.35789167,-117.8038567,12,6,17,48,25.6,1198508,6516,-76
164,-2.007812,0,10285,4941,7004,75.29,0.069,-38,65,28,120.31,35.35792333,-117.8038367,12,6,17,48,25.8,1198528,6519,-72
164.2,-2.128906,0,10285,4933,6996,76.16,0.07,-38,66,26,119.93,35.357955,-117.803815,12,6,17,48,26,1198548,6521,-69
164.4,-2.007812,0,10285,4926,6989,77.83,0.071,-36,69,27,117.55,35.35798833,-117.803795,12,6,17,48,26.2,1198568,6525,-69
164.6,-1.949219,0,10285,4919,6982,76.06,0.07,-36,67,29,118.25,35.35802167,-117.8037733,12,6,17,48,26.4,1198588,6529,-68
164.8,-2.070312,0,10285,4912,6975,75.66,0.069,-37,66,30,119.28,35.35805333,-117.8037517,12,6,17,48,26.6,1198608,6532,-69
165,-2.246094,0,10285,4905,6968,74.79,0.069,-37,65,31,119.65,35.358085,-117.80373,12,6,17,48,26.8,1198628,6535,-70
165.2,-2.070312,0,10285,4897,6960,74.3,0.068,-36,65,32,118.98,35.358115,-117.8037067,12,6,17,48,27,1198648,6538,-69
165.4,-2.070312,0,10285,4890,6953,74.3,0.068,-36,65,31,118.98,35.358145,-117.8036833,12,6,17,48,27.2,1198668,6541,-68
165.6,-2.070312,0,10285,4883,6946,73.36,0.067,-34,65,31,117.61,35.358175,-117.80366,12,6,17,48,27.4,1198688,6544,-67
165.8,-2.128906,0,10285,4877,6940,72.01,0.066,-33,64,33,117.28,35.358205,-117.8036383,12,6,17,48,27.6,1198708,6548,-69
166,-2.1875,0,10285,4870,6933,71.59,0.066,-34,63,34,118.35,35.358235,-117.8036133,12,6,17,48,27.8,1198728,6551,-68
166.2,-2.128906,0,10285,4864,6927,71.12,0.065,-33,63,36,117.65,35.35826333,-117.80359,12,6,17,48,28,1198748,6555,-66
166.4,-2.070312,0,10285,4857,6920,70.24,0.064,-33,62,37,118.02,35.35829,-117.803565,12,6,17,48,28.2,1198768,6557,-66
166.6,-2.007812,0,10285,4850,6913,70.24,0.064,-33,62,38,118.02,35.35831833,-117.80354,12,6,17,48,28.4,1198788,6560,-66
166.8,-2.070312,0,10285,4844,6907,69.35,0.064,-33,61,38,118.41,35.358345,-117.8035133,12,6,17,48,28.6,1198808,6564,-67
167,-2.128906,0,10285,4837,6900,69.35,0.064,-33,61,39,118.41,35.35837,-117.8034883,12,6,17,48,28.8,1198828,6566,-67
167.2,-2.1875,0,10285,4831,6894,69.35,0.064,-33,61,40,118.41,35.35839667,-117.8034617,12,6,17,48,29,1198848,6570,-68
167.4,-2.007812,0,10285,4824,6887,69.35,0.064,-33,61,42,118.41,35.35842167,-117.803435,12,6,17,48,29.2,1198868,6572,-66
167.6,-2.007812,0,10285,4818,6881,68.48,0.063,-33,60,44,118.81,35.358445,-117.8034067,12,6,17,48,29.4,1198888,6575,-71
167.79,-2.007812,0,10285,4811,6874,67.6,0.062,-33,59,45,119.22,35.35846833,-117.8033783,12,6,17,48,29.6,1198907,6578,-71
168,-2.007812,0,10285,4804,6867,67.6,0.062,-33,59,45,119.22,35.35849167,-117.8033517,12,6,17,48,29.8,1198928,6580,-71
168.21,-1.949219,0,10285,4798,6861,68.48,0.063,-33,60,45,118.81,35.358515,-117.8033217,12,6,17,48,30,1198949,6583,-70
168.4,-2.070312,0,10285,4791,6854,68.96,0.063,-34,60,45,119.54,35.35853833,-117.8032933,12,6,17,48,30.2,1198968,6585,-68
168.6,-2.070312,0,10285,4784,6847,69.84,0.064,-34,61,45,119.13,35.35856167,-117.803265,12,6,17,48,30.4,1198988,6588,-65
168.8,-2.1875,0,10285,4778,6841,69.35,0.064,-33,61,46,118.41,35.358585,-117.803235,12,6,17,48,30.6,1199008,6591,-64
169,-1.949219,0,10285,4771,6834,68.88,0.063,-32,61,47,117.68,35.35860833,-117.803205,12,6,17,48,30.8,1199028,6594,-64
169.2,-1.949219,0,10285,4764,6827,68.96,0.063,-34,60,49,119.54,35.35863,-117.803175,12,6,17,48,31,1199048,6596,-64
169.4,-2.128906,0,10285,4758,6821,67.23,0.062,-34,58,51,120.38,35.35865,-117.8031433,12,6,17,48,31.2,1199068,6599,-66
169.6,-1.949219,0,10285,4751,6814,66.37,0.061,-34,57,53,120.82,35.35867,-117.8031133,12,6,17,48,31.4,1199088,6600,-65
169.8,-2.007812,0,10285,4744,6807,67.23,0.062,-34,58,53,120.38,35.35869,-117.8030833,12,6,17,48,31.6,1199108,6602,-63
170,-2.128906,0,10285,4738,6801,67.23,0.062,-34,58,54,120.38,35.35870833,-117.8030517,12,6,17,48,31.8,1199128,6605,-64
170.2,-2.128906,0,10285,4731,6794,65.51,0.06,-34,56,54,121.26,35.35872667,-117.8030217,12,6,17,48,32,1199148,6606,-64
170.4,-2.128906,0,10285,4724,6787,65.51,0.06,-34,56,56,121.26,35.358745,-117.80299,12,6,17,48,32.2,1199168,6608,-64
170.59,-2.007812,0,10285,4718,6781,64.66,0.059,-34,55,57,121.72,35.35876167,-117.8029583,12,6,17,48,32.4,1199187,6610,-65
170.8,-1.949219,0,10285,4711,6774,64.66,0.059,-34,55,58,121.72,35.35877833,-117.8029283,12,6,17,48,32.6,1199208,6611,-65
171,-2.007812,0,10285,4704,6767,63.81,0.059,-34,54,58,122.2,35.35879333,-117.8028967,12,6,17,48,32.8,1199228,6612,-64
171.2,-2.007812,0,10285,4697,6760,63.81,0.059,-34,54,58,122.2,35.35880833,-117.8028667,12,6,17,48,33,1199248,6613,-64
171.4,-2.070312,0,10285,4691,6754,63.81,0.059,-34,54,59,122.2,35.358825,-117.802835,12,6,17,48,33.2,1199268,6615,-64
171.6,-1.949219,0,10285,4684,6747,62.43,0.057,-33,53,61,121.91,35.35884,-117.802805,12,6,17,48,33.4,1199288,6616,-65
171.8,-1.949219,0,10285,4677,6740,61.29,0.056,-34,51,62,123.69,35.35885333,-117.8027733,12,6,17,48,33.6,1199308,6618,-65
171.99,-2.070312,0,10285,4671,6734,61.29,0.056,-34,51,63,123.69,35.35886667,-117.8027433,12,6,17,48,33.8,1199327,6619,-66
172.2,-2.007812,0,10285,4664,6727,60.46,0.055,-34,50,63,124.22,35.35887833,-117.8027133,12,6,17,48,34,1199348,6620,-65
172.4,-2.070312,0,10285,4657,6720,59.64,0.055,-34,49,64,124.76,35.35889,-117.8026833,12,6,17,48,34.2,1199368,6620,-65
172.6,-2.070312,0,10285,4650,6713,59.64,0.055,-34,49,65,124.76,35.35890167,-117.8026533,12,6,17,48,34.4,1199388,6620,-64
172.8,-2.070312,0,10285,4643,6706,58.82,0.054,-34,48,65,125.31,35.35891333,-117.802625,12,6,17,48,34.6,1199408,6620,-64
173,-1.949219,0,10285,4637,6700,57.2,0.052,-34,46,66,126.47,35.35892333,-117.8025967,12,6,17,48,34.8,1199428,6621,-65
173.2,-2.1875,0,10285,4630,6693,55.61,0.051,-34,44,65,127.69,35.35893333,-117.80257,12,6,17,48,35,1199448,6619,-65
173.39,-2.007812,0,10285,4623,6686,54.04,0.05,-34,42,65,128.99,35.35894333,-117.8025433,12,6,17,48,35.2,1199467,6619,-65
173.6,-1.890625,0,10285,4616,6679,54.82,0.05,-34,43,66,128.33,35.35895333,-117.8025183,12,6,17,48,35.4,1199488,6618,-65
173.8,-2.070312,0,10285,4609,6672,54.82,0.05,-34,43,67,128.33,35.35896167,-117.8024917,12,6,17,48,35.6,1199508,6618,-65
174,-2.070312,0,10285,4603,6666,54.82,0.05,-34,43,68,128.33,35.35897167,-117.802465,12,6,17,48,35.8,1199528,6618,-64
174.2,-1.890625,0,10285,4596,6659,53.26,0.049,-34,41,66,129.67,35.35898,-117.80244,12,6,17,48,36,1199548,6617,-65
174.4,-2.070312,0,10285,4589,6652,51.74,0.047,-34,39,65,131.08,35.35899,-117.802415,12,6,17,48,36.2,1199568,6617,-64
174.6,-2.128906,0,10285,4582,6645,50.99,0.047,-34,38,64,131.82,35.35899833,-117.8023917,12,6,17,48,36.4,1199588,6616,-65
174.8,-2.070312,0,10285,4575,6638,50.99,0.047,-34,38,63,131.82,35.35900833,-117.80237,12,6,17,48,36.6,1199608,6615,-64
175,-2.007812,0,10285,4569,6632,50.99,0.047,-34,38,64,131.82,35.35901667,-117.8023467,12,6,17,48,36.8,1199628,6615,-65
175.2,-2.1875,0,10285,4562,6625,50.33,0.046,-33,38,65,130.97,35.35902667,-117.8023233,12,6,17,48,37,1199648,6615,-65
175.4,-2.070312,0,10285,4555,6618,49.58,0.045,-33,37,64,131.73,35.359035,-117.8023017,12,6,17,48,37.2,1199668,6614,-64
175.6,-2.007812,0,10285,4549,6612,48.17,0.044,-32,36,63,131.63,35.35904333,-117.80228,12,6,17,48,37.4,1199688,6613,-65
175.8,-2.007812,0,10285,4542,6605,48.1,0.044,-33,35,61,133.32,35.35905333,-117.8022583,12,6,17,48,37.6,1199708,6613,-65
176,-2.070312,0,10285,4536,6599,47.38,0.043,-33,34,59,134.14,35.35906167,-117.8022383,12,6,17,48,37.8,1199728,6612,-65
176.2,-2.007812,0,10285,4529,6592,46.67,0.043,-33,33,59,135,35.35907,-117.80222,12,6,17,48,38,1199748,6611,-67
176.4,-2.1875,0,10285,4522,6585,45.97,0.042,-33,32,60,135.88,35.35908,-117.8022017,12,6,17,48,38.2,1199768,6611,-67
176.6,-2.070312,0,10285,4516,6579,43.86,0.04,-32,30,59,136.85,35.35908833,-117.8021833,12,6,17,48,38.4,1199788,6610,-65
176.8,-2.007812,0,10285,4510,6573,43.19,0.04,-32,29,57,137.82,35.35909667,-117.8021667,12,6,17,48,38.6,1199808,6609,-65
177,-2.007812,0,10285,4503,6566,42.52,0.039,-32,28,56,138.81,35.359105,-117.80215,12,6,17,48,38.8,1199828,6608,-66
177.2,-2.128906,0,10285,4496,6559,42.64,0.039,-33,27,52,140.71,35.35911333,-117.8021367,12,6,17,48,39,1199848,6606,-64
177.4,-1.949219,0,10285,4490,6553,42.01,0.039,-33,26,50,141.77,35.35912167,-117.8021217,12,6,17,48,39.2,1199868,6605,-64
177.6,-1.949219,0,10285,4484,6547,42.01,0.039,-33,26,52,141.77,35.35913167,-117.8021083,12,6,17,48,39.4,1199888,6605,-65
177.8,-2.007812,0,10285,4477,6540,41.4,0.038,-33,25,54,142.85,35.35914,-117.802095,12,6,17,48,39.6,1199908,6603,-65
178,-1.890625,0,10285,4471,6534,39.2,0.036,-31,24,50,142.25,35.35914833,-117.8020833,12,6,17,48,39.8,1199928,6602,-65
178.2,-2.070312,0,10285,4465,6528,40.8,0.037,-33,24,44,143.97,35.35915667,-117.8020717,12,6,17,48,40,1199948,6600,-67
178.4,-2.007812,0,10285,4458,6521,40.8,0.037,-33,24,40,143.97,35.35916667,-117.80206,12,6,17,48,40.2,1199968,6599,-65
178.6,-2.070312,0,10285,4451,6514,40.8,0.037,-33,24,41,143.97,35.35917667,-117.80205,12,6,17,48,40.4,1199988,6598,-65
178.8,-2.007812,0,10285,4445,6508,39.66,0.036,-33,22,39,146.31,35.35918667,-117.8020417,12,6,17,48,40.6,1200008,6597,-67
179,-2.007812,0,10285,4439,6502,39.66,0.036,-33,22,33,146.31,35.359195,-117.8020333,12,6,17,48,40.8,1200028,6595,-66
179.2,-1.832031,0,10285,4432,6495,39.66,0.036,-33,22,31,146.31,35.359205,-117.802025,11,6,17,48,41,1200048,6594,-67
179.4,-2.007812,0,10285,4426,6489,40.5,0.037,-34,22,27,147.09,35.35921667,-117.8020183,11,6,17,48,41.2,1200068,6593,-66
179.6,-1.890625,0,10285,4419,6482,40.5,0.037,-34,22,24,147.09,35.35922667,-117.8020117,11,6,17,48,41.4,1200088,6591,-68
179.8,-2.128906,0,10285,4412,6475,43.01,0.039,-35,25,19,144.46,35.35923833,-117.8020067,12,6,17,48,41.6,1200108,6590,-65
180,-1.832031,0,10285,4406,6469,41.62,0.038,-34,24,18,144.78,35.35925167,-117.802,12,6,17,48,41.8,1200128,6590,-65
180.2,-2.070312,0,10285,4399,6462,41.88,0.038,-35,23,19,146.69,35.35926333,-117.801995,12,6,17,48,42,1200148,6588,-66
180.4,-1.949219,0,10285,4392,6455,42.44,0.039,-35,24,15,145.56,35.35927667,-117.8019917,12,6,17,48,42.2,1200168,6587,-65
180.6,-2.070312,0,10285,4385,6448,42.8,0.039,-34,26,13,142.59,35.35929,-117.8019867,12,6,17,48,42.4,1200188,6586,-69
180.8,-1.832031,0,10285,4379,6442,42.01,0.038,-33,26,12,141.77,35.35930333,-117.8019833,12,6,17,48,42.6,1200208,6586,-71
181,-2.1875,0,10285,4372,6435,42.8,0.039,-34,26,12,142.59,35.35931667,-117.80198,12,6,17,48,42.8,1200228,6585,-79
181.2,-1.832031,0,10285,4365,6428,42.01,0.038,-33,26,11,141.77,35.35933167,-117.8019767,12,6,17,48,43,1200248,6584,-73
181.4,-2.367188,0,10285,4359,6422,44.05,0.04,-34,28,10,140.53,35.359345,-117.8019733,12,6,17,48,43.2,1200268,6583,-66
181.59,-1.710938,0,10285,4353,6416,42.52,0.039,-32,28,9,138.81,35.35936,-117.80197,12,6,17,48,43.4,1200287,6583,-69
181.8,-2.367188,0,10285,4346,6409,42.8,0.039,-34,26,12,142.59,35.359375,-117.8019667,12,6,17,48,43.6,1200308,6583,-74
182,-1.890625,0,10285,4340,6403,43.42,0.04,-34,27,12,141.55,35.35939,-117.8019633,12,6,17,48,43.8,1200328,6583,-75
182.2,-2.128906,0,10285,4333,6396,43.14,0.04,-31,30,10,135.94,35.359405,-117.80196,12,6,17,48,44,1200348,6582,-71
182.4,-1.949219,0,10285,4327,6390,45.28,0.041,-33,31,11,136.79,35.35942167,-117.8019567,12,6,17,48,44.2,1200368,6583,-70
182.6,-2.070312,0,10285,4321,6384,45.25,0.041,-32,32,11,135,35.35943833,-117.8019517,12,6,17,48,44.4,1200388,6583,-72
182.8,-2.007812,0,10285,4314,6377,45.97,0.042,-33,32,11,135.88,35.359455,-117.8019483,12,6,17,48,44.6,1200408,6583,-75
182.99,-2.070312,0,10285,4308,6371,45.97,0.042,-32,33,11,134.12,35.35947167,-117.8019433,12,6,17,48,44.8,1200427,6584,-70
183.2,-1.832031,0,10285,4302,6365,47.38,0.043,-33,34,12,134.14,35.35949,-117.80194,12,6,17,48,45,1200448,6585,-70
183.4,-2.128906,0,10285,4295,6358,47.38,0.043,-33,34,11,134.14,35.35950833,-117.801935,12,6,17,48,45.2,1200468,6585,-72
183.6,-1.890625,0,10285,4289,6352,47.38,0.043,-33,34,11,134.14,35.35952833,-117.80193,12,6,17,48,45.4,1200488,6587,-71
183.8,-1.890625,0,10285,4282,6345,48.27,0.044,-31,37,11,129.96,35.35954667,-117.8019267,12,6,17,48,45.6,1200508,6588,-70
184,-2.128906,0,10285,4276,6339,50.33,0.046,-33,38,10,130.97,35.35956667,-117.8019217,12,6,17,48,45.8,1200528,6589,-68
184.2,-1.832031,0,10285,4270,6333,49.82,0.046,-31,39,9,128.48,35.35958833,-117.8019167,12,6,17,48,46,1200548,6591,-69
184.39,-2.007812,0,10285,4263,6326,51.09,0.047,-33,39,9,130.24,35.35961,-117.8019133,12,6,17,48,46.2,1200567,6593,-69
184.6,-2.070312,0,10285,4257,6320,51.09,0.047,-33,39,9,130.24,35.35963,-117.80191,12,6,17,48,46.4,1200588,6594,-66
184.79,-2.128906,0,10285,4251,6314,51.22,0.047,-32,40,9,128.66,35.35965167,-117.801905,11,6,17,48,46.6,1200607,6596,-66
185,-2.007812,0,10285,4244,6307,52.01,0.048,-32,41,7,127.97,35.35967333,-117.8019017,11,6,17,48,46.8,1200628,6598,-69
185.2,-2.070312,0,10285,4238,6301,52.8,0.048,-32,42,7,127.3,35.35969667,-117.8018983,11,6,17,48,47,1200648,6600,-70
185.4,-1.949219,0,10285,4231,6294,53.6,0.049,-32,43,7,126.66,35.35972,-117.801895,12,6,17,48,47.2,1200668,6602,-65
185.6,-2.007812,0,10285,4225,6288,55,0.05,-33,44,8,126.87,35.35974333,-117.8018917,12,6,17,48,47.4,1200688,6604,-67
185.79,-1.832031,0,10285,4218,6281,55.8,0.051,-33,45,8,126.25,35.35976833,-117.8018867,12,6,17,48,47.6,1200707,6607,-66
186,-1.949219,0,10285,4212,6275,57.2,0.052,-34,46,8,126.47,35.35979333,-117.8018833,12,6,17,48,47.8,1200728,6610,-73
186.21,-2.070312,0,10285,4205,6268,56.4,0.052,-34,45,7,127.07,35.35981833,-117.8018783,12,6,17,48,48,1200749,6612,-71
186.4,-2.128906,0,10285,4199,6262,58.82,0.054,-34,48,8,125.31,35.35984333,-117.801875,12,6,17,48,48.2,1200768,6615,-66
186.6,-1.949219,0,10285,4192,6255,59.64,0.055,-34,49,8,124.76,35.35987,-117.80187,12,6,17,48,48.4,1200788,6618,-65
186.8,-1.949219,0,10285,4185,6248,60.46,0.055,-34,50,9,124.22,35.35989667,-117.8018667,12,6,17,48,48.6,1200808,6621,-67
187,-2.128906,0,10285,4178,6241,60.46,0.055,-34,50,10,124.22,35.359925,-117.8018617,12,6,17,48,48.8,1200828,6624,-64
187.19,-2.007812,0,10285,4172,6235,61.85,0.057,-35,51,11,124.46,35.35995333,-117.801855,12,6,17,48,49,1200847,6628,-64
187.4,-2.070312,0,10285,4165,6228,62.13,0.057,-34,52,10,123.18,35.35998,-117.8018483,12,6,17,48,49.2,1200868,6631,-71
187.6,-2.070312,0,10285,4158,6221,62.97,0.058,-34,53,10,122.68,35.36000833,-117.8018417,12,6,17,48,49.4,1200888,6635,-71
187.8,-1.949219,0,10285,4152,6215,63.81,0.058,-34,54,11,122.2,35.36003833,-117.8018367,12,6,17,48,49.6,1200908,6640,-68
188,-2.128906,0,10285,4145,6208,64.35,0.059,-35,54,13,122.95,35.36006667,-117.8018283,12,6,17,48,49.8,1200928,6643,-65
188.2,-2.070312,0,10285,4138,6201,64.66,0.059,-34,55,15,121.72,35.36009667,-117.80182,12,6,17,48,50,1200948,6647,-65
188.4,-2.128906,0,10285,4131,6194,65.19,0.06,-35,55,14,122.47,35.360125,-117.8018117,12,6,17,48,50.2,1200968,6651,-68
188.6,-2.007812,0,10285,4124,6187,64.66,0.059,-34,55,14,121.72,35.360155,-117.8018017,12,6,17,48,50.4,1200988,6656,-66
188.8,-2.1875,0,10285,4117,6180,66.04,0.06,-35,56,15,122.01,35.360185,-117.8017917,12,6,17,48,50.6,1201008,6660,-73
189,-2.007812,0,10285,4111,6174,65.86,0.06,-33,57,15,120.07,35.360215,-117.8017833,12,6,17,48,50.8,1201028,6665,-74
189.2,-2.070312,0,10285,4104,6167,67.23,0.062,-34,58,15,120.38,35.360245,-117.8017733,12,6,17,48,51,1201048,6670,-71
189.4,-1.890625,0,10285,4097,6160,68.48,0.063,-33,60,17,118.81,35.36027667,-117.8017617,12,6,17,48,51.2,1201068,6675,-66
